10.583 1 1 0.0
10.625 1 2 3.33330000033333e-06
10.666 1 3 6.66660000066666e-06
10.667 3 6 1.666650000166665e-05
10.708 1 7 1.999980000199998e-05
10.75 10 17 5.333280000533328e-05
10.751 1 18 5.666610000566661e-05
10.792 2 20 6.333270000633328e-05
10.833 6 26 8.333250000833325e-05
10.834 2 28 8.99991000089999e-05
10.875 2 30 9.666570000966658e-05
10.876 1 31 9.99990000099999e-05
10.916 5 36 0.00011666550001166655
10.917 12 48 0.00015666510001566652
10.958 4 52 0.00016999830001699983
11.0 14 66 0.00021666450002166644
11.001 3 69 0.00022666440002266645
11.041 2 71 0.0002333310000233331
11.042 8 79 0.0002599974000259997
11.083 11 90 0.00029666370002966636
11.084 9 99 0.0003266634000326663
11.125 10 109 0.0003599964000359996
11.166 8 117 0.0003866628000386663
11.167 29 146 0.00048332850004833286
11.208 11 157 0.0005199948000519994
11.209 6 163 0.0005399946000539995
11.25 55 218 0.0007233261000723326
11.251 5 223 0.0007399926000739993
11.291 3 226 0.0007499925000749992
11.292 23 249 0.0008266584000826659
11.333 31 280 0.0009299907000929991
11.334 32 312 0.0010366563001036656
11.375 12 324 0.0010766559001076656
11.376 3 327 0.0010866558001086655
11.416 15 342 0.0011366553001136656
11.417 52 394 0.0013099869001309988
11.458 15 409 0.0013599864001359986
11.459 13 422 0.001403319300140332
11.5 67 489 0.001626650400162665
11.501 9 498 0.001656650100165665
11.541 6 504 0.001676649900167665
11.542 25 529 0.0017599824001759982
11.583 43 572 0.0019033143001903315
11.584 26 598 0.001989980100198998
11.625 29 627 0.0020866458002086648
11.626 2 629 0.0020933124002093313
11.666 17 646 0.0021499785002149978
11.667 69 715 0.0023799762002379974
11.708 11 726 0.002416642500241664
11.709 22 748 0.0024899751002489976
11.75 90 838 0.0027899721002789973
11.751 7 845 0.0028133052002813305
11.791 4 849 0.002826638400282664
11.792 26 875 0.0029133042002913306
11.833 46 921 0.0030666360003066637
11.834 49 970 0.003229967700322997
11.875 30 1000 0.0033299667003329966
11.876 7 1007 0.00335329980033533
11.916 20 1027 0.0034199658003419967
11.917 103 1130 0.0037632957003763297
11.958 21 1151 0.0038332950003833297
11.959 13 1164 0.003876627900387663
12.0 80 1244 0.004143291900414329
12.001 12 1256 0.004183291500418329
12.041 6 1262 0.004203291300420329
12.042 29 1291 0.0042999570004299955
12.083 45 1336 0.004449955500444996
12.084 53 1389 0.004626620400462662
12.125 32 1421 0.004733286000473329
12.126 3 1424 0.004743285900474329
12.166 20 1444 0.004809951900480995
12.167 56 1500 0.0049966167004996615
12.208 15 1515 0.005046616200504662
12.209 17 1532 0.005103282300510328
12.25 75 1607 0.005353279800535328
12.251 13 1620 0.005396612700539661
12.291 7 1627 0.0054199458005419945
12.292 33 1660 0.005529944700552994
12.333 54 1714 0.0057099429005709945
12.334 36 1750 0.005829941700582994
12.375 37 1787 0.005953273800595327
12.376 6 1793 0.005973273600597327
12.416 18 1811 0.006033273000603327
12.417 73 1884 0.0062766039006276605
12.458 24 1908 0.00635660310063566
12.459 17 1925 0.0064132692006413266
12.5 104 2029 0.006759932400675993
12.501 21 2050 0.006829931700682993
12.541 5 2055 0.00684659820068466
12.542 35 2090 0.006963263700696326
12.583 42 2132 0.007103262300710326
12.584 37 2169 0.007226594400722659
12.625 55 2224 0.007409925900740993
12.626 14 2238 0.007456592100745659
12.666 193 2431 0.008099919000809992
12.667 727 3158 0.010523228101052324
12.708 586 3744 0.012476541901247654
12.709 558 4302 0.014336523301433653
12.75 5732 10034 0.0334429989033443
12.751 934 10968 0.03655630110365563
12.791 842 11810 0.03936293970393629
12.792 3388 15198 0.050656160105065615
12.833 6886 22084 0.07360926390736093
12.834 6268 28352 0.09450238830945024
12.875 4721 33073 0.11023889761102389
12.876 754 33827 0.11275220581127522
12.916 2228 36055 0.12017879821201788
12.917 9440 45495 0.1516451502151645
12.958 2442 47937 0.1597850688159785
12.959 2272 50209 0.16735832641673584
13.0 8544 58753 0.1958380416195838
13.001 1478 60231 0.20076465902007645
13.041 665 60896 0.20298130352029814
13.042 2899 63795 0.21264454022126444
13.083 2906 66701 0.2223311100222331
13.084 2759 69460 0.23152768472315277
13.125 1864 71324 0.2377409559237741
13.126 331 71655 0.23884427822388443
13.166 1135 72790 0.24262757372426275
13.167 5098 77888 0.25962073712596206
13.208 1756 79644 0.2654740119265474
13.209 1648 81292 0.2709672903270967
13.25 11245 92537 0.30845024883084504
13.251 1978 94515 0.31504351623150434
13.291 1556 96071 0.320230131032023
13.292 6965 103036 0.34344656553434466
13.333 15846 118882 0.3962660373396266
13.334 15193 134075 0.4469088642446909
13.375 11739 145814 0.48603847294860386
13.376 2185 147999 0.49332173344933217
13.416 6035 154034 0.5134381989513438
13.417 27974 182008 0.6066839331606684
13.458 7088 189096 0.630310363563031
13.459 6658 195754 0.6525034749652503
13.5 23689 219443 0.7314660186731466
13.501 4401 223844 0.7461358719746136
